date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:51	144442/144442	---M--	200	added ('OK')	image/jpeg	etag:%22986bff75c752d61:0%22	https://imkarchitects.com/images/projects/urban-planning/mhada/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/mhada/2.jpg	(from https://imkarchitects.com/mhada.php)
11:35:52	110509/110509	---M--	200	added ('OK')	image/jpeg	etag:%225ecb1177c752d61:0%22	https://imkarchitects.com/images/projects/urban-planning/mhada/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/mhada/3.jpg	(from https://imkarchitects.com/mhada.php)
11:35:53	53508/53508	---M--	200	added ('OK')	image/jpeg	etag:%22ea4e40cbb438d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/1.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:35:55	170438/170438	---M--	200	added ('OK')	image/jpeg	etag:%223315c172c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/2.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/2.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:35:57	101621/101621	---M--	200	added ('OK')	image/jpeg	etag:%22be1c573c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/3.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:35:58	107815/107815	---M--	200	added ('OK')	image/jpeg	etag:%22ae52af74c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/4.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/4.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:35:59	114845/114845	---M--	200	added ('OK')	image/jpeg	etag:%22342a63cc655d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/5.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/5.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:00	65771/65771	---M--	200	added ('OK')	image/jpeg	etag:%22e0ef5076c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/6.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/6.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:02	114751/114751	---M--	200	added ('OK')	image/jpeg	etag:%22b8553077c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/7.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/7.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:03	171971/171971	---M--	200	added ('OK')	image/jpeg	etag:%22cfb12678c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/8.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/8.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:04	172708/172708	---M--	200	added ('OK')	image/jpeg	etag:%229576679c952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/9.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/9.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:06	161090/161090	---M--	200	added ('OK')	image/jpeg	etag:%22c92267ac952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/10.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/10.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:07	82013/82013	---M--	200	added ('OK')	image/jpeg	etag:%226d3507bc952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/11.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/11.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:08	113776/113776	---M--	200	added ('OK')	image/jpeg	etag:%225f7cda7bc952d61:0%22	https://imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/12.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/tata-chemicals-babrala/12.jpg	(from https://imkarchitects.com/tata-chemicals-babrala.php)
11:36:10	136748/136748	---M--	200	added ('OK')	image/jpeg	etag:%2214a093f3955d61:0%22	https://imkarchitects.com/images/projects/urban-planning/jsw-ratnagiri-zone1/1.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/jsw-ratnagiri-zone1/1.jpg	(from https://imkarchitects.com/jsw-ratnagiri-zone1.php)
11:36:11	150263/150263	---M--	200	added ('OK')	image/jpeg	etag:%2292be9cf4955d61:0%22	https://imkarchitects.com/images/projects/urban-planning/jsw-ratnagiri-zone1/3.jpg	C:/My%20Web%20Sites/IMKARCHITECTS/imkarchitects.com/images/projects/urban-planning/jsw-ratnagiri-zone1/3.jpg	(from https://imkarchitects.com/jsw-ratnagiri-zone1.php)
